Date,Open,High,Low,Close,Adj Close,Volume,pct_chg,delta,delta^2
2019-07-01,79.83000183105469,79.93000030517578,78.94999694824219,79.27999877929688,76.45915222167969,14276600,,1.0,1.0
2019-07-02,79.23999786376953,79.54000091552734,79.05999755859375,79.48999786376953,76.66170501708984,7784200,0.002649163501354135,1.0026491635013541,1.0026491635013541
2019-07-03,79.69000244140625,80.0999984741211,79.52999877929688,80.0999984741211,77.24996948242188,5341800,0.007673511373128106,1.007673511373128,1.0103430032607392
2019-07-05,79.44999694824219,80.08999633789062,79.16000366210938,79.94999694824219,77.1053237915039,5923900,-0.0018724368680932413,0.9981275631319068,1.0084511997720138
2019-07-08,79.33000183105469,79.44000244140625,78.97000122070312,79.33999633789062,76.51704406738281,7459900,-0.007629560388227263,0.9923704396117727,1.000757160444773
2019-07-09,78.93000030517578,79.68000030517578,78.80999755859375,79.62000274658203,76.78707122802734,9249800,0.003528980555060901,1.003528980555061,1.0042888130043204
2019-07-10,80.05999755859375,80.7300033569336,80.0,80.25,77.3946533203125,10108600,0.007912557186624314,1.0079125571866243,1.012235305669104
2019-07-11,80.44999694824219,80.86000061035156,80.27999877929688,80.55000305175781,77.68397521972656,11352200,0.0037382672704360242,1.003738267270436,1.0160193117822667
2019-07-12,80.80000305175781,81.19000244140625,80.66000366210938,81.13999938964844,78.25299072265625,7753400,0.007324747495480732,1.0073247474954807,1.023461396691604
2019-07-15,81.36000061035156,81.51000213623047,81.18000030517578,81.41000366210938,78.51338958740234,6286000,0.003327653835864197,1.0033276538358642,1.0268671219341636
2019-07-16,81.30999755859375,81.31999969482422,80.51000213623047,80.6500015258789,77.7804183959961,8005700,-0.00933562027137158,0.9906643797286284,1.0172806804146302
2019-07-17,80.80000305175781,80.9800033569336,80.43000030517578,80.44000244140625,77.577880859375,6708000,-0.0026039656355399954,0.99739603436446,1.0146317164811318
2019-07-18,80.26000213623047,81.16000366210938,80.19999694824219,81.04000091552734,78.15655517578125,8022000,0.007459269446341343,1.0074592694463413,1.0222001278431685
2019-07-19,81.8499984741211,81.87999725341797,80.58999633789062,80.69000244140625,77.81898498535156,11679700,-0.004319153904243311,0.9956808460957567,1.0177850881700767
2019-07-22,81.0,81.81999969482422,80.98999786376953,81.62000274658203,78.71590423583984,6924700,0.011525712532193921,1.011525712532194,1.0295157865158786
2019-07-23,82.08999633789062,82.1500015258789,81.45999908447266,82.06999969482422,79.14990234375,5505400,0.0055134742098605916,1.0055134742098606,1.0351919952534783
2019-07-24,81.95999908447266,82.77999877929688,81.95999908447266,82.75,79.80569458007812,9257100,0.008285445931190294,1.0082854459311903,1.0437690225585519
2019-07-25,82.56999969482422,82.56999969482422,81.97000122070312,82.41000366210938,79.47781372070312,9923400,-0.004108489514441871,0.9958915104855581,1.0394807084738709
2019-07-26,82.44999694824219,82.75,82.37000274658203,82.58999633789062,79.65139770507812,11120200,0.002184055854694167,1.0021840558546942,1.0417509924010548
