Date,Open,High,Low,Close,Adj Close,Volume,pct_chg,delta,delta^2
2019-07-01,78.05000305175781,78.44000244140625,77.16000366210938,77.48999786376953,72.9134750366211,10300100,,1.0,1.0
2019-07-02,77.56999969482422,77.68000030517578,77.20999908447266,77.38999938964844,72.81938171386719,9237200,-0.001290479197523453,0.9987095208024765,0.9987095208024765
2019-07-03,77.63999938964844,77.8499984741211,77.36000061035156,77.81999969482422,73.2239990234375,8091400,0.005556450769661714,1.0055564507696617,1.004258801088008
2019-07-05,77.45999908447266,77.51000213623047,76.44999694824219,77.51000213623047,72.93229675292969,6389000,-0.00398369761824191,0.9960163023817581,1.0002581376940152
2019-07-08,77.04000091552734,77.2699966430664,76.66999816894531,76.87000274658203,72.3301010131836,6039900,-0.008256914516022063,0.9917430854839779,0.9919990917571203
2019-07-09,76.4000015258789,76.79000091552734,76.27999877929688,76.69999694824219,72.1701431274414,10137500,-0.0022114981660682487,0.9977885018339318,0.9898052875849581
2019-07-10,76.91999816894531,77.26000213623047,76.44999694824219,76.5199966430664,72.00076293945312,10124800,-0.0023469565203602105,0.9976530434796398,0.9874822576113735
2019-07-11,76.5,77.05000305175781,76.37999725341797,77.04000091552734,72.49005889892578,7393900,0.006795705205014491,1.0067957052050145,0.9941928959292826
2019-07-12,77.30000305175781,78.41000366210938,77.30000305175781,78.38999938964844,73.76033782958984,12152800,0.017523491496057808,1.0175234914960578,1.0116146266865405
2019-07-15,78.38999938964844,78.38999938964844,77.95999908447266,78.06999969482422,73.45924377441406,4452300,-0.004082059058235443,0.9959179409417646,1.0074851560362312
2019-07-16,78.05999755859375,78.77999877929688,78.05999755859375,78.56999969482422,73.92967987060547,8115300,0.006404042187475589,1.0064040421874756,1.0139371334787426
2019-07-17,78.12000274658203,78.19000244140625,76.86000061035156,76.88999938964844,72.34892272949219,11235100,-0.021381901610827758,0.9786180983891722,0.9922572294511354
2019-07-18,76.94000244140625,77.13999938964844,76.55999755859375,77.02999877929688,72.48065185546875,6647900,0.0018207475800169348,1.001820747580017,0.9940638794004129
2019-07-19,77.52999877929688,77.91999816894531,77.4000015258789,77.44999694824219,72.87584686279297,7601700,0.005452420711009376,1.0054524207110094,0.999483933884522
2019-07-22,77.58999633789062,77.91000366210938,77.26000213623047,77.51000213623047,72.93229675292969,8448200,0.000774603556141118,1.0007746035561411,1.0002581376940147
2019-07-23,78.08000183105469,78.5199966430664,77.76000213623047,78.48999786376953,73.85443115234375,10284200,0.012643704373358045,1.012643704373358,1.0129051058840635
