Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
12/17/21,2.28017E+13,6.41746E+12,2.92192E+13,1,2022,1,2021,4,12,17
12/16/21,2.27992E+13,6.40707E+12,2.92063E+13,1,2022,1,2021,4,12,16
12/15/21,2.25711E+13,6.33686E+12,2.8908E+13,1,2022,1,2021,4,12,15
12/14/21,2.26748E+13,6.23323E+12,2.8908E+13,1,2022,1,2021,4,12,14
12/13/21,2.2684E+13,6.22396E+12,2.8908E+13,1,2022,1,2021,4,12,13
12/10/21,2.26869E+13,6.22114E+12,2.8908E+13,1,2022,1,2021,4,12,10
12/9/21,2.26862E+13,6.22186E+12,2.89081E+13,1,2022,1,2021,4,12,9
12/8/21,2.26889E+13,6.21909E+12,2.8908E+13,1,2022,1,2021,4,12,8
12/7/21,2.26798E+13,6.22824E+12,2.8908E+13,1,2022,1,2021,4,12,7
12/6/21,2.26854E+13,6.22269E+12,2.8908E+13,1,2022,1,2021,4,12,6
12/3/21,2.26889E+13,6.21916E+12,2.89081E+13,1,2022,1,2021,4,12,3
12/2/21,2.2692E+13,6.21612E+12,2.89081E+13,1,2022,1,2021,4,12,2
12/1/21,2.26795E+13,6.22844E+12,2.8908E+13,1,2022,1,2021,4,12,1
11/30/21,2.26459E+13,6.26207E+12,2.8908E+13,1,2022,1,2021,4,11,30
11/29/21,2.26457E+13,6.26295E+12,2.89086E+13,1,2022,1,2021,4,11,29
11/26/21,2.26489E+13,6.25979E+12,2.89087E+13,1,2022,1,2021,4,11,26
11/24/21,2.26514E+13,6.25729E+12,2.89087E+13,1,2022,1,2021,4,11,24
11/23/21,2.26458E+13,6.26287E+12,2.89087E+13,1,2022,1,2021,4,11,23
11/22/21,2.26573E+13,6.25137E+12,2.89087E+13,1,2022,1,2021,4,11,22
11/19/21,2.26665E+13,6.24226E+12,2.89087E+13,1,2022,1,2021,4,11,19
11/18/21,2.26666E+13,6.24208E+12,2.89087E+13,1,2022,1,2021,4,11,18
11/17/21,2.26702E+13,6.23851E+12,2.89087E+13,1,2022,1,2021,4,11,17
11/16/21,2.26601E+13,6.2486E+12,2.89087E+13,1,2022,1,2021,4,11,16
11/15/21,2.26702E+13,6.23857E+12,2.89087E+13,1,2022,1,2021,4,11,15
11/12/21,2.26774E+13,6.23132E+12,2.89088E+13,1,2022,1,2021,4,11,12
11/10/21,2.26759E+13,6.23287E+12,2.89088E+13,1,2022,1,2021,4,11,10
11/9/21,2.26584E+13,6.25039E+12,2.89088E+13,1,2022,1,2021,4,11,9
11/8/21,2.26661E+13,6.24265E+12,2.89088E+13,1,2022,1,2021,4,11,8
11/5/21,2.2671E+13,6.23782E+12,2.89088E+13,1,2022,1,2021,4,11,5
11/4/21,2.26718E+13,6.23705E+12,2.89088E+13,1,2022,1,2021,4,11,4
11/3/21,2.2675E+13,6.23371E+12,2.89087E+13,1,2022,1,2021,4,11,3
11/2/21,2.266E+13,6.24877E+12,2.89088E+13,1,2022,1,2021,4,11,2
11/1/21,2.26799E+13,6.2288E+12,2.89088E+13,1,2022,1,2021,4,11,1
10/29/21,2.26371E+13,6.27168E+12,2.89088E+13,1,2022,1,2021,4,10,29
10/28/21,2.26309E+13,6.27783E+12,2.89088E+13,1,2022,1,2021,4,10,28
10/27/21,2.26252E+13,6.28354E+12,2.89088E+13,1,2022,1,2021,4,10,27
10/26/21,2.26101E+13,6.29865E+12,2.89088E+13,1,2022,1,2021,4,10,26
10/25/21,2.25897E+13,6.31904E+12,2.89088E+13,1,2022,1,2021,4,10,25
10/22/21,2.25883E+13,6.32049E+12,2.89088E+13,1,2022,1,2021,4,10,22
10/21/21,2.25275E+13,6.35372E+12,2.88812E+13,1,2022,1,2021,4,10,21
10/20/21,2.24814E+13,6.34747E+12,2.88289E+13,1,2022,1,2021,4,10,20
10/19/21,2.24808E+13,6.36168E+12,2.88425E+13,1,2022,1,2021,4,10,19
10/18/21,2.24747E+13,6.34661E+12,2.88213E+13,1,2022,1,2021,4,10,18
10/15/21,2.2413E+13,6.34108E+12,2.87541E+13,1,2022,1,2021,4,10,15
10/14/21,2.23958E+13,6.33234E+12,2.87282E+13,1,2022,1,2021,4,10,14
10/13/21,2.21518E+13,6.27702E+12,2.84288E+13,1,2022,1,2021,4,10,13
10/12/21,2.21434E+13,6.28547E+12,2.84289E+13,1,2022,1,2021,4,10,12
10/8/21,2.21501E+13,6.2788E+12,2.84289E+13,1,2022,1,2021,4,10,8
10/7/21,2.21537E+13,6.27522E+12,2.84289E+13,1,2022,1,2021,4,10,7
10/6/21,2.21578E+13,6.2711E+12,2.84289E+13,1,2022,1,2021,4,10,6
10/5/21,2.2157E+13,6.27185E+12,2.84289E+13,1,2022,1,2021,4,10,5
10/4/21,2.21796E+13,6.24925E+12,2.84289E+13,1,2022,1,2021,4,10,4
10/1/21,2.2199E+13,6.2299E+12,2.84289E+13,1,2022,1,2021,4,10,1
9/30/21,2.22829E+13,6.14602E+12,2.84289E+13,1,2021,4,2021,3,9,30
9/29/21,2.22705E+13,6.1566E+12,2.84271E+13,1,2021,4,2021,3,9,29
9/28/21,2.22641E+13,6.16302E+12,2.84271E+13,1,2021,4,2021,3,9,28
9/27/21,2.22563E+13,6.17079E+12,2.84271E+13,1,2021,4,2021,3,9,27
9/24/21,2.22586E+13,6.1686E+12,2.84272E+13,1,2021,4,2021,3,9,24
9/23/21,2.22688E+13,6.15841E+12,2.84272E+13,1,2021,4,2021,3,9,23
9/22/21,2.22723E+13,6.15492E+12,2.84272E+13,1,2021,4,2021,3,9,22
9/21/21,2.22614E+13,6.1658E+12,2.84272E+13,1,2021,4,2021,3,9,21
9/20/21,2.22728E+13,6.15436E+12,2.84272E+13,1,2021,4,2021,3,9,20
9/17/21,2.22783E+13,6.14896E+12,2.84272E+13,1,2021,4,2021,3,9,17
9/16/21,2.22842E+13,6.14304E+12,2.84272E+13,1,2021,4,2021,3,9,16
9/15/21,2.22941E+13,6.13318E+12,2.84272E+13,1,2021,4,2021,3,9,15
9/14/21,2.22829E+13,6.14432E+12,2.84272E+13,1,2021,4,2021,3,9,14
9/13/21,2.22897E+13,6.13757E+12,2.84272E+13,1,2021,4,2021,3,9,13
9/10/21,2.22933E+13,6.13398E+12,2.84273E+13,1,2021,4,2021,3,9,10
9/9/21,2.2295E+13,6.13224E+12,2.84273E+13,1,2021,4,2021,3,9,9
9/8/21,2.22934E+13,6.13388E+12,2.84273E+13,1,2021,4,2021,3,9,8
9/7/21,2.22827E+13,6.14458E+12,2.84273E+13,1,2021,4,2021,3,9,7
9/3/21,2.22903E+13,6.13702E+12,2.84273E+13,1,2021,4,2021,3,9,3
9/2/21,2.22823E+13,6.14506E+12,2.84273E+13,1,2021,4,2021,3,9,2
9/1/21,2.22927E+13,6.13465E+12,2.84273E+13,1,2021,4,2021,3,9,1
8/31/21,2.22545E+13,6.17277E+12,2.84273E+13,1,2021,4,2021,3,8,31
8/30/21,2.22469E+13,6.18062E+12,2.84275E+13,1,2021,4,2021,3,8,30
8/27/21,2.22437E+13,6.1839E+12,2.84276E+13,1,2021,4,2021,3,8,27
8/26/21,2.22411E+13,6.18647E+12,2.84276E+13,1,2021,4,2021,3,8,26
8/25/21,2.2249E+13,6.17862E+12,2.84276E+13,1,2021,4,2021,3,8,25
8/24/21,2.2238E+13,6.18961E+12,2.84276E+13,1,2021,4,2021,3,8,24
8/23/21,2.22516E+13,6.17601E+12,2.84276E+13,1,2021,4,2021,3,8,23
8/20/21,2.22564E+13,6.17119E+12,2.84276E+13,1,2021,4,2021,3,8,20
8/19/21,2.2259E+13,6.16862E+12,2.84276E+13,1,2021,4,2021,3,8,19
8/18/21,2.22655E+13,6.1621E+12,2.84276E+13,1,2021,4,2021,3,8,18
8/17/21,2.22504E+13,6.17722E+12,2.84276E+13,1,2021,4,2021,3,8,17
8/16/21,2.22645E+13,6.16311E+12,2.84276E+13,1,2021,4,2021,3,8,16
8/13/21,2.22753E+13,6.15239E+12,2.84277E+13,1,2021,4,2021,3,8,13
8/12/21,2.22752E+13,6.15246E+12,2.84277E+13,1,2021,4,2021,3,8,12
8/11/21,2.22791E+13,6.14851E+12,2.84276E+13,1,2021,4,2021,3,8,11
8/10/21,2.22617E+13,6.16595E+12,2.84276E+13,1,2021,4,2021,3,8,10
8/9/21,2.22708E+13,6.15682E+12,2.84277E+13,1,2021,4,2021,3,8,9
8/6/21,2.22786E+13,6.14913E+12,2.84277E+13,1,2021,4,2021,3,8,6
8/5/21,2.22775E+13,6.15023E+12,2.84277E+13,1,2021,4,2021,3,8,5
8/4/21,2.22805E+13,6.14716E+12,2.84277E+13,1,2021,4,2021,3,8,4
8/3/21,2.22814E+13,6.14628E+12,2.84277E+13,1,2021,4,2021,3,8,3
8/2/21,2.22933E+13,6.13442E+12,2.84277E+13,1,2021,4,2021,3,8,2
7/30/21,2.22846E+13,6.14309E+12,2.84277E+13,1,2021,4,2021,3,7,30
7/29/21,2.2267E+13,6.1931E+12,2.84601E+13,1,2021,4,2021,3,7,29
7/28/21,2.22891E+13,6.1945E+12,2.84836E+13,1,2021,4,2021,3,7,28
7/27/21,2.22897E+13,6.19819E+12,2.84879E+13,1,2021,4,2021,3,7,27
7/26/21,2.22998E+13,6.18853E+12,2.84883E+13,1,2021,4,2021,3,7,26
7/23/21,2.22995E+13,6.17541E+12,2.84749E+13,1,2021,4,2021,3,7,23
7/22/21,2.22962E+13,6.17512E+12,2.84713E+13,1,2021,4,2021,3,7,22
7/21/21,2.23032E+13,6.17093E+12,2.84742E+13,1,2021,4,2021,3,7,21
7/20/21,2.2304E+13,6.18927E+12,2.84933E+13,1,2021,4,2021,3,7,20
7/19/21,2.23442E+13,6.18901E+12,2.85332E+13,1,2021,4,2021,3,7,19
7/16/21,2.23443E+13,6.17871E+12,2.8523E+13,1,2021,4,2021,3,7,16
7/15/21,2.23454E+13,6.17676E+12,2.85221E+13,1,2021,4,2021,3,7,15
7/14/21,2.22908E+13,6.17038E+12,2.84612E+13,1,2021,4,2021,3,7,14
7/13/21,2.22897E+13,6.18741E+12,2.84771E+13,1,2021,4,2021,3,7,13
7/12/21,2.23147E+13,6.17552E+12,2.84902E+13,1,2021,4,2021,3,7,12
7/9/21,2.2315E+13,6.17047E+12,2.84855E+13,1,2021,4,2021,3,7,9
7/8/21,2.23148E+13,6.16538E+12,2.84802E+13,1,2021,4,2021,3,7,8
7/7/21,2.23068E+13,6.1657E+12,2.84725E+13,1,2021,4,2021,3,7,7
7/6/21,2.23066E+13,6.15896E+12,2.84656E+13,1,2021,4,2021,3,7,6
7/2/21,2.23281E+13,6.15249E+12,2.84806E+13,1,2021,4,2021,3,7,2
7/1/21,2.23278E+13,6.15872E+12,2.84865E+13,1,2021,4,2021,3,7,1
6/30/21,2.23298E+13,6.19961E+12,2.85294E+13,1,2021,3,2021,2,6,30
6/29/21,2.21827E+13,6.14964E+12,2.83323E+13,1,2021,3,2021,2,6,29
6/28/21,2.22068E+13,6.14446E+12,2.83512E+13,1,2021,3,2021,2,6,28
6/25/21,2.22057E+13,6.13161E+12,2.83373E+13,1,2021,3,2021,2,6,25
6/24/21,2.21878E+13,6.13415E+12,2.83219E+13,1,2021,3,2021,2,6,24
6/23/21,2.21834E+13,6.12152E+12,2.83049E+13,1,2021,3,2021,2,6,23
6/22/21,2.21806E+13,6.13805E+12,2.83187E+13,1,2021,3,2021,2,6,22
6/21/21,2.21752E+13,6.12855E+12,2.83037E+13,1,2021,3,2021,2,6,21
6/18/21,2.21741E+13,6.12184E+12,2.8296E+13,1,2021,3,2021,2,6,18
6/17/21,2.21739E+13,6.12199E+12,2.82959E+13,1,2021,3,2021,2,6,17
6/16/21,2.22001E+13,6.11095E+12,2.83111E+13,1,2021,3,2021,2,6,16
6/15/21,2.21996E+13,6.1221E+12,2.83217E+13,1,2021,3,2021,2,6,15
6/14/21,2.20987E+13,6.10826E+12,2.8207E+13,1,2021,3,2021,2,6,14
6/11/21,2.20975E+13,6.1017E+12,2.81992E+13,1,2021,3,2021,2,6,11
6/10/21,2.20973E+13,6.10159E+12,2.81989E+13,1,2021,3,2021,2,6,10
6/9/21,2.21202E+13,6.09765E+12,2.82178E+13,1,2021,3,2021,2,6,9
6/8/21,2.21193E+13,6.11425E+12,2.82335E+13,1,2021,3,2021,2,6,8
6/7/21,2.21136E+13,6.15071E+12,2.82643E+13,1,2021,3,2021,2,6,7
6/4/21,2.21125E+13,6.14572E+12,2.82582E+13,1,2021,3,2021,2,6,4
6/3/21,2.21116E+13,6.13039E+12,2.82419E+13,1,2021,3,2021,2,6,3
6/2/21,2.2135E+13,6.14184E+12,2.82769E+13,1,2021,3,2021,2,6,2
6/1/21,2.2134E+13,6.12793E+12,2.82619E+13,1,2021,3,2021,2,6,1
5/28/21,2.20209E+13,6.17807E+12,2.8199E+13,1,2021,3,2021,2,5,28
5/27/21,2.19837E+13,6.17995E+12,2.81636E+13,1,2021,3,2021,2,5,27
5/26/21,2.20059E+13,6.18184E+12,2.81877E+13,1,2021,3,2021,2,5,26
5/25/21,2.20053E+13,6.19935E+12,2.82047E+13,1,2021,3,2021,2,5,25
5/24/21,2.20245E+13,6.18912E+12,2.82136E+13,1,2021,3,2021,2,5,24
5/21/21,2.20232E+13,6.18027E+12,2.82035E+13,1,2021,3,2021,2,5,21
5/20/21,2.20234E+13,6.17841E+12,2.82018E+13,1,2021,3,2021,2,5,20
5/19/21,2.20434E+13,6.1739E+12,2.82173E+13,1,2021,3,2021,2,5,19
5/18/21,2.20427E+13,6.18919E+12,2.82319E+13,1,2021,3,2021,2,5,18
5/17/21,2.20611E+13,6.17251E+12,2.82336E+13,1,2021,3,2021,2,5,17
5/14/21,2.19835E+13,6.15633E+12,2.81398E+13,1,2021,3,2021,2,5,14
5/13/21,2.19833E+13,6.15506E+12,2.81384E+13,1,2021,3,2021,2,5,13
5/12/21,2.20053E+13,6.15184E+12,2.81572E+13,1,2021,3,2021,2,5,12
5/11/21,2.20047E+13,6.16828E+12,2.81729E+13,1,2021,3,2021,2,5,11
5/10/21,2.20193E+13,6.16141E+12,2.81807E+13,1,2021,3,2021,2,5,10
5/7/21,2.20183E+13,6.15658E+12,2.81748E+13,1,2021,3,2021,2,5,7
5/6/21,2.20191E+13,6.15719E+12,2.81763E+13,1,2021,3,2021,2,5,6
5/5/21,2.20434E+13,6.13447E+12,2.81779E+13,1,2021,3,2021,2,5,5
5/4/21,2.2043E+13,6.13241E+12,2.81754E+13,1,2021,3,2021,2,5,4
5/3/21,2.20576E+13,6.1048E+12,2.81624E+13,1,2021,3,2021,2,5,3
4/30/21,2.20561E+13,6.11866E+12,2.81747E+13,1,2021,3,2021,2,4,30
4/29/21,2.19257E+13,6.16451E+12,2.80902E+13,1,2021,3,2021,2,4,29
4/28/21,2.19432E+13,6.16876E+12,2.8112E+13,1,2021,3,2021,2,4,28
4/27/21,2.19427E+13,6.18959E+12,2.81323E+13,1,2021,3,2021,2,4,27
4/26/21,2.1957E+13,6.186E+12,2.8143E+13,1,2021,3,2021,2,4,26
4/23/21,2.19575E+13,6.17668E+12,2.81342E+13,1,2021,3,2021,2,4,23
4/22/21,2.19571E+13,6.17183E+12,2.8129E+13,1,2021,3,2021,2,4,22
4/21/21,2.19852E+13,6.16979E+12,2.8155E+13,1,2021,3,2021,2,4,21
4/20/21,2.19853E+13,6.18517E+12,2.81704E+13,1,2021,3,2021,2,4,20
4/19/21,2.19998E+13,6.1678E+12,2.81676E+13,1,2021,3,2021,2,4,19
4/16/21,2.19988E+13,6.15677E+12,2.81555E+13,1,2021,3,2021,2,4,16
4/15/21,2.19987E+13,6.14628E+12,2.8145E+13,1,2021,3,2021,2,4,15
4/14/21,2.19529E+13,6.13073E+12,2.80836E+13,1,2021,3,2021,2,4,14
4/13/21,2.19524E+13,6.14522E+12,2.80976E+13,1,2021,3,2021,2,4,13
4/12/21,2.19564E+13,6.13527E+12,2.80916E+13,1,2021,3,2021,2,4,12
4/9/21,2.19555E+13,6.12748E+12,2.8083E+13,1,2021,3,2021,2,4,9
4/8/21,2.19557E+13,6.12586E+12,2.80815E+13,1,2021,3,2021,2,4,8
4/7/21,2.19692E+13,6.11994E+12,2.80891E+13,1,2021,3,2021,2,4,7
4/6/21,2.19671E+13,6.11853E+12,2.80856E+13,1,2021,3,2021,2,4,6
4/5/21,2.19718E+13,6.10977E+12,2.80816E+13,1,2021,3,2021,2,4,5
4/2/21,2.19714E+13,6.10236E+12,2.80737E+13,1,2021,3,2021,2,4,2
4/1/21,2.19713E+13,6.10987E+12,2.80811E+13,1,2021,3,2021,2,4,1
3/31/21,2.19869E+13,6.14563E+12,2.81326E+13,1,2021,2,2021,1,3,31
3/30/21,2.18386E+13,6.15061E+12,2.79892E+13,1,2021,2,2021,1,3,30
3/29/21,2.18429E+13,6.14796E+12,2.79908E+13,1,2021,2,2021,1,3,29
3/26/21,2.18422E+13,6.14535E+12,2.79875E+13,1,2021,2,2021,1,3,26
3/25/21,2.18161E+13,6.14705E+12,2.79631E+13,1,2021,2,2021,1,3,25
3/24/21,2.18405E+13,6.13929E+12,2.79797E+13,1,2021,2,2021,1,3,24
3/23/21,2.18395E+13,6.1569E+12,2.79964E+13,1,2021,2,2021,1,3,23
3/22/21,2.18432E+13,6.12658E+12,2.79698E+13,1,2021,2,2021,1,3,22
3/19/21,2.18429E+13,6.1228E+12,2.79657E+13,1,2021,2,2021,1,3,19
3/18/21,2.1843E+13,6.12375E+12,2.79668E+13,1,2021,2,2021,1,3,18
3/17/21,2.18604E+13,6.11449E+12,2.79749E+13,1,2021,2,2021,1,3,17
3/16/21,2.18597E+13,6.12392E+12,2.79836E+13,1,2021,2,2021,1,3,16
3/15/21,2.18848E+13,6.11723E+12,2.8002E+13,1,2021,2,2021,1,3,15
3/12/21,2.17862E+13,6.11417E+12,2.79004E+13,1,2021,2,2021,1,3,12
3/11/21,2.17865E+13,6.11387E+12,2.79004E+13,1,2021,2,2021,1,3,11
3/10/21,2.18162E+13,6.11044E+12,2.79266E+13,1,2021,2,2021,1,3,10
3/9/21,2.18165E+13,6.12827E+12,2.79448E+13,1,2021,2,2021,1,3,9
3/8/21,2.18408E+13,6.11936E+12,2.79602E+13,1,2021,2,2021,1,3,8
3/5/21,2.18394E+13,6.11505E+12,2.79545E+13,1,2021,2,2021,1,3,5
3/4/21,2.18397E+13,6.11532E+12,2.7955E+13,1,2021,2,2021,1,3,4
3/3/21,2.1868E+13,6.11144E+12,2.79795E+13,1,2021,2,2021,1,3,3
3/2/21,2.18671E+13,6.12558E+12,2.79927E+13,1,2021,2,2021,1,3,2
3/1/21,2.18927E+13,6.1117E+12,2.80044E+13,1,2021,2,2021,1,3,1
2/26/21,2.17557E+13,6.14663E+12,2.79024E+13,1,2021,2,2021,1,2,26
2/25/21,2.17207E+13,6.15246E+12,2.78731E+13,1,2021,2,2021,1,2,25
2/24/21,2.17606E+13,6.15846E+12,2.7919E+13,1,2021,2,2021,1,2,24
2/23/21,2.17602E+13,6.12545E+12,2.78857E+13,1,2021,2,2021,1,2,23
2/22/21,2.1815E+13,6.11562E+12,2.79306E+13,1,2021,2,2021,1,2,22
2/19/21,2.18152E+13,6.10809E+12,2.79233E+13,1,2021,2,2021,1,2,19
2/18/21,2.18152E+13,6.10681E+12,2.7922E+13,1,2021,2,2021,1,2,18
2/17/21,2.18136E+13,6.10664E+12,2.79202E+13,1,2021,2,2021,1,2,17
2/16/21,2.18121E+13,6.10845E+12,2.79205E+13,1,2021,2,2021,1,2,16
2/12/21,2.17501E+13,6.1012E+12,2.78513E+13,1,2021,2,2021,1,2,12
2/11/21,2.17502E+13,6.09725E+12,2.78475E+13,1,2021,2,2021,1,2,11
2/10/21,2.17499E+13,6.09677E+12,2.78466E+13,1,2021,2,2021,1,2,10
2/9/21,2.17501E+13,6.11508E+12,2.78651E+13,1,2021,2,2021,1,2,9
2/8/21,2.1749E+13,6.10709E+12,2.78561E+13,1,2021,2,2021,1,2,8
2/5/21,2.17494E+13,6.10337E+12,2.78528E+13,1,2021,2,2021,1,2,5
2/4/21,2.17498E+13,6.10525E+12,2.78551E+13,1,2021,2,2021,1,2,4
2/3/21,2.17492E+13,6.10185E+12,2.78511E+13,1,2021,2,2021,1,2,3
2/2/21,2.17498E+13,6.11546E+12,2.78652E+13,1,2021,2,2021,1,2,2
2/1/21,2.17492E+13,6.07997E+12,2.78292E+13,1,2021,2,2021,1,2,1
1/29/21,2.16439E+13,6.14064E+12,2.77846E+13,1,2021,2,2021,1,1,29
1/28/21,2.16291E+13,6.13083E+12,2.77599E+13,1,2021,2,2021,1,1,28
1/27/21,2.1637E+13,6.13147E+12,2.77685E+13,1,2021,2,2021,1,1,27
1/26/21,2.16373E+13,6.14449E+12,2.77817E+13,1,2021,2,2021,1,1,26
1/25/21,2.16372E+13,6.13512E+12,2.77724E+13,1,2021,2,2021,1,1,25
1/22/21,2.16374E+13,6.12221E+12,2.77596E+13,1,2021,2,2021,1,1,22
1/21/21,2.16377E+13,6.11867E+12,2.77563E+13,1,2021,2,2021,1,1,21
1/20/21,2.16368E+13,6.11507E+12,2.77519E+13,1,2021,2,2021,1,1,20
1/19/21,2.16364E+13,6.11646E+12,2.77528E+13,1,2021,2,2021,1,1,19
1/15/21,2.16365E+13,6.11029E+12,2.77468E+13,1,2021,2,2021,1,1,15
1/14/21,2.15787E+13,6.10348E+12,2.76822E+13,1,2021,2,2021,1,1,14
1/13/21,2.15787E+13,6.10072E+12,2.76794E+13,1,2021,2,2021,1,1,13
1/12/21,2.15789E+13,6.11787E+12,2.76968E+13,1,2021,2,2021,1,1,12
1/11/21,2.15782E+13,6.11008E+12,2.76882E+13,1,2021,2,2021,1,1,11
1/8/21,2.15784E+13,6.10461E+12,2.7683E+13,1,2021,2,2021,1,1,8
1/7/21,2.15788E+13,6.10449E+12,2.76833E+13,1,2021,2,2021,1,1,7
1/6/21,2.15957E+13,6.10327E+12,2.7699E+13,1,2021,2,2021,1,1,6
1/5/21,2.1594E+13,6.10416E+12,2.76982E+13,1,2021,2,2021,1,1,5
1/4/21,2.15933E+13,6.08495E+12,2.76783E+13,1,2021,2,2021,1,1,4
12/31/20,2.16324E+13,6.11538E+12,2.77478E+13,1,2021,1,2020,4,12,31
12/30/20,2.14685E+13,6.09204E+12,2.75605E+13,1,2021,1,2020,4,12,30
12/29/20,2.14685E+13,6.08237E+12,2.75508E+13,1,2021,1,2020,4,12,29
12/28/20,2.14689E+13,6.07361E+12,2.75425E+13,1,2021,1,2020,4,12,28
12/24/20,2.1445E+13,6.07048E+12,2.75155E+13,1,2021,1,2020,4,12,24
12/23/20,2.14482E+13,6.06857E+12,2.75167E+13,1,2021,1,2020,4,12,23
12/22/20,2.14478E+13,6.07449E+12,2.75223E+13,1,2021,1,2020,4,12,22
12/21/20,2.14476E+13,6.06529E+12,2.75129E+13,1,2021,1,2020,4,12,21
12/18/20,2.14465E+13,6.04494E+12,2.74915E+13,1,2021,1,2020,4,12,18
12/17/20,2.14465E+13,6.06043E+12,2.75069E+13,1,2021,1,2020,4,12,17
12/16/20,2.14479E+13,6.05262E+12,2.75005E+13,1,2021,1,2020,4,12,16
12/15/20,2.1448E+13,6.06472E+12,2.75128E+13,1,2021,1,2020,4,12,15
12/14/20,2.13509E+13,6.03972E+12,2.73907E+13,1,2021,1,2020,4,12,14
12/11/20,2.13511E+13,6.03429E+12,2.73854E+13,1,2021,1,2020,4,12,11
12/10/20,2.13514E+13,6.03441E+12,2.73858E+13,1,2021,1,2020,4,12,10
12/9/20,2.13542E+13,6.0509E+12,2.74051E+13,1,2021,1,2020,4,12,9
12/8/20,2.13544E+13,6.06835E+12,2.74228E+13,1,2021,1,2020,4,12,8
12/7/20,2.13547E+13,6.06004E+12,2.74147E+13,1,2021,1,2020,4,12,7
12/4/20,2.13557E+13,6.05842E+12,2.74141E+13,1,2021,1,2020,4,12,4
12/3/20,2.13563E+13,6.05783E+12,2.74141E+13,1,2021,1,2020,4,12,3
12/2/20,2.13419E+13,6.07039E+12,2.74123E+13,1,2021,1,2020,4,12,2
12/1/20,2.13422E+13,6.06388E+12,2.74061E+13,1,2021,1,2020,4,12,1
11/30/20,2.13495E+13,6.09682E+12,2.74463E+13,1,2021,1,2020,4,11,30
11/27/20,2.12186E+13,6.057E+12,2.72756E+13,1,2021,1,2020,4,11,27
11/25/20,2.11976E+13,6.05655E+12,2.72542E+13,1,2021,1,2020,4,11,25
11/24/20,2.11983E+13,6.07173E+12,2.727E+13,1,2021,1,2020,4,11,24
11/23/20,2.1208E+13,6.0464E+12,2.72544E+13,1,2021,1,2020,4,11,23
11/20/20,2.12078E+13,6.03934E+12,2.72472E+13,1,2021,1,2020,4,11,20
11/19/20,2.12078E+13,6.04022E+12,2.72481E+13,1,2021,1,2020,4,11,19
11/18/20,2.12097E+13,6.0369E+12,2.72466E+13,1,2021,1,2020,4,11,18
11/17/20,2.12092E+13,6.05276E+12,2.7262E+13,1,2021,1,2020,4,11,17
11/16/20,2.12177E+13,6.04004E+12,2.72577E+13,1,2021,1,2020,4,11,16
11/13/20,2.11572E+13,6.03457E+12,2.71918E+13,1,2021,1,2020,4,11,13
11/12/20,2.11572E+13,6.03301E+12,2.71902E+13,1,2021,1,2020,4,11,12
11/10/20,2.11631E+13,6.03459E+12,2.71977E+13,1,2021,1,2020,4,11,10
11/9/20,2.11737E+13,6.04621E+12,2.72199E+13,1,2021,1,2020,4,11,9
11/6/20,2.11721E+13,6.04236E+12,2.72145E+13,1,2021,1,2020,4,11,6
11/5/20,2.11725E+13,6.04449E+12,2.7217E+13,1,2021,1,2020,4,11,5
11/4/20,2.1159E+13,6.03801E+12,2.7197E+13,1,2021,1,2020,4,11,4
11/3/20,2.11585E+13,6.03807E+12,2.71966E+13,1,2021,1,2020,4,11,3
11/2/20,2.11662E+13,6.03714E+12,2.72034E+13,1,2021,1,2020,4,11,2
10/30/20,2.1097E+13,6.03852E+12,2.71355E+13,1,2021,1,2020,4,10,30
10/29/20,2.10798E+13,6.08972E+12,2.71695E+13,1,2021,1,2020,4,10,29
10/28/20,2.10762E+13,6.0912E+12,2.71674E+13,1,2021,1,2020,4,10,28
10/27/20,2.10743E+13,6.10153E+12,2.71759E+13,1,2021,1,2020,4,10,27
10/26/20,2.10831E+13,6.09687E+12,2.718E+13,1,2021,1,2020,4,10,26
10/23/20,2.1084E+13,6.07949E+12,2.71635E+13,1,2021,1,2020,4,10,23
10/22/20,2.10844E+13,6.06646E+12,2.71508E+13,1,2021,1,2020,4,10,22
10/21/20,2.10905E+13,6.05031E+12,2.71408E+13,1,2021,1,2020,4,10,21
10/20/20,2.10893E+13,6.06605E+12,2.71553E+13,1,2021,1,2020,4,10,20
10/19/20,2.1098E+13,6.05973E+12,2.71577E+13,1,2021,1,2020,4,10,19
10/16/20,2.10976E+13,6.05072E+12,2.71483E+13,1,2021,1,2020,4,10,16
10/15/20,2.10974E+13,6.04626E+12,2.71437E+13,1,2021,1,2020,4,10,15
10/14/20,2.1018E+13,6.03991E+12,2.70579E+13,1,2021,1,2020,4,10,14
10/13/20,2.10169E+13,6.0502E+12,2.70671E+13,1,2021,1,2020,4,10,13
10/9/20,2.1025E+13,6.04763E+12,2.70727E+13,1,2021,1,2020,4,10,9
10/8/20,2.10254E+13,6.04768E+12,2.70731E+13,1,2021,1,2020,4,10,8
10/7/20,2.10105E+13,6.04253E+12,2.7053E+13,1,2021,1,2020,4,10,7
10/6/20,2.10084E+13,6.04381E+12,2.70522E+13,1,2021,1,2020,4,10,6
10/5/20,2.10164E+13,6.03473E+12,2.70511E+13,1,2021,1,2020,4,10,5
