Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
7/11/18,1.54822E+13,5.72557E+12,2.12078E+13,1,2018,4,2018,3,7,11
7/10/18,1.54818E+13,5.73462E+12,2.12164E+13,1,2018,4,2018,3,7,10
7/9/18,1.54813E+13,5.72685E+12,2.12081E+13,1,2018,4,2018,3,7,9
7/6/18,1.54803E+13,5.72561E+12,2.1206E+13,1,2018,4,2018,3,7,6
7/5/18,1.54803E+13,5.72244E+12,2.12028E+13,1,2018,4,2018,3,7,5
7/3/18,1.54798E+13,5.72114E+12,2.12009E+13,1,2018,4,2018,3,7,3
7/2/18,1.5478E+13,5.72824E+12,2.12063E+13,1,2018,4,2018,3,7,2
6/29/18,1.54666E+13,5.72851E+12,2.11951E+13,1,2018,3,2018,2,6,29
6/28/18,1.54453E+13,5.68365E+12,2.1129E+13,1,2018,3,2018,2,6,28
6/27/18,1.54499E+13,5.68259E+12,2.11325E+13,1,2018,3,2018,2,6,27
6/26/18,1.545E+13,5.69968E+12,2.11497E+13,1,2018,3,2018,2,6,26
6/25/18,1.54498E+13,5.69026E+12,2.11401E+13,1,2018,3,2018,2,6,25
6/22/18,1.54495E+13,5.68109E+12,2.11306E+13,1,2018,3,2018,2,6,22
6/21/18,1.54503E+13,5.68051E+12,2.11308E+13,1,2018,3,2018,2,6,21
6/20/18,1.5454E+13,5.68021E+12,2.11342E+13,1,2018,3,2018,2,6,20
6/19/18,1.54539E+13,5.69192E+12,2.11458E+13,1,2018,3,2018,2,6,19
6/18/18,1.54533E+13,5.67826E+12,2.11316E+13,1,2018,3,2018,2,6,18
6/15/18,1.54528E+13,5.67108E+12,2.11239E+13,1,2018,3,2018,2,6,15
6/14/18,1.54113E+13,5.66952E+12,2.10808E+13,1,2018,3,2018,2,6,14
6/13/18,1.54209E+13,5.6659E+12,2.10868E+13,1,2018,3,2018,2,6,13
6/12/18,1.54204E+13,5.67911E+12,2.10995E+13,1,2018,3,2018,2,6,12
6/11/18,1.54201E+13,5.67283E+12,2.10929E+13,1,2018,3,2018,2,6,11
6/8/18,1.54196E+13,5.66954E+12,2.10891E+13,1,2018,3,2018,2,6,8
6/7/18,1.54191E+13,5.68101E+12,2.11001E+13,1,2018,3,2018,2,6,7
6/6/18,1.54259E+13,5.67647E+12,2.11024E+13,1,2018,3,2018,2,6,6
6/5/18,1.54258E+13,5.67553E+12,2.11014E+13,1,2018,3,2018,2,6,5
6/4/18,1.54253E+13,5.6655E+12,2.10908E+13,1,2018,3,2018,2,6,4
6/1/18,1.54248E+13,5.65835E+12,2.10831E+13,1,2018,3,2018,2,6,1
5/31/18,1.54269E+13,5.7183E+12,2.11452E+13,1,2018,3,2018,2,5,31
5/30/18,1.53988E+13,5.70694E+12,2.11057E+13,1,2018,3,2018,2,5,30
5/29/18,1.53984E+13,5.70468E+12,2.11031E+13,1,2018,3,2018,2,5,29
5/25/18,1.53976E+13,5.70256E+12,2.11001E+13,1,2018,3,2018,2,5,25
5/24/18,1.53816E+13,5.70489E+12,2.10865E+13,1,2018,3,2018,2,5,24
5/23/18,1.53726E+13,5.71035E+12,2.1083E+13,1,2018,3,2018,2,5,23
5/22/18,1.53726E+13,5.72207E+12,2.10946E+13,1,2018,3,2018,2,5,22
5/21/18,1.53724E+13,5.7135E+12,2.10859E+13,1,2018,3,2018,2,5,21
5/18/18,1.53722E+13,5.70844E+12,2.10807E+13,1,2018,3,2018,2,5,18
5/17/18,1.5372E+13,5.70887E+12,2.10809E+13,1,2018,3,2018,2,5,17
5/16/18,1.53659E+13,5.70807E+12,2.1074E+13,1,2018,3,2018,2,5,16
5/15/18,1.53655E+13,5.72027E+12,2.10858E+13,1,2018,3,2018,2,5,15
5/14/18,1.53416E+13,5.71274E+12,2.10543E+13,1,2018,3,2018,2,5,14
5/11/18,1.53409E+13,5.70976E+12,2.10506E+13,1,2018,3,2018,2,5,11
5/10/18,1.53405E+13,5.71028E+12,2.10508E+13,1,2018,3,2018,2,5,10
5/9/18,1.53335E+13,5.70747E+12,2.1041E+13,1,2018,3,2018,2,5,9
5/8/18,1.53331E+13,5.72166E+12,2.10548E+13,1,2018,3,2018,2,5,8
5/7/18,1.53321E+13,5.71203E+12,2.10442E+13,1,2018,3,2018,2,5,7
5/4/18,1.53315E+13,5.70648E+12,2.1038E+13,1,2018,3,2018,2,5,4
5/3/18,1.53312E+13,5.70252E+12,2.10337E+13,1,2018,3,2018,2,5,3
5/2/18,1.53339E+13,5.71142E+12,2.10453E+13,1,2018,3,2018,2,5,2
5/1/18,1.53338E+13,5.69679E+12,2.10306E+13,1,2018,3,2018,2,5,1
4/30/18,1.53351E+13,5.73307E+12,2.10682E+13,1,2018,3,2018,2,4,30
4/27/18,1.53353E+13,5.71805E+12,2.10534E+13,1,2018,3,2018,2,4,27
4/26/18,1.53352E+13,5.72029E+12,2.10555E+13,1,2018,3,2018,2,4,26
4/25/18,1.53432E+13,5.71643E+12,2.10596E+13,1,2018,3,2018,2,4,25
4/24/18,1.5342E+13,5.72044E+12,2.10624E+13,1,2018,3,2018,2,4,24
4/23/18,1.53416E+13,5.70171E+12,2.10433E+13,1,2018,3,2018,2,4,23
4/20/18,1.53419E+13,5.69675E+12,2.10387E+13,1,2018,3,2018,2,4,20
4/19/18,1.53417E+13,5.69377E+12,2.10355E+13,1,2018,3,2018,2,4,19
4/18/18,1.53835E+13,5.6963E+12,2.10798E+13,1,2018,3,2018,2,4,18
4/17/18,1.53828E+13,5.69547E+12,2.10783E+13,1,2018,3,2018,2,4,17
4/16/18,1.53825E+13,5.68845E+12,2.1071E+13,1,2018,3,2018,2,4,16
4/13/18,1.53964E+13,5.66706E+12,2.10634E+13,1,2018,3,2018,2,4,13
4/12/18,1.53961E+13,5.66637E+12,2.10625E+13,1,2018,3,2018,2,4,12
4/11/18,1.54578E+13,5.66407E+12,2.11218E+13,1,2018,3,2018,2,4,11
4/10/18,1.54578E+13,5.67698E+12,2.11348E+13,1,2018,3,2018,2,4,10
4/9/18,1.54575E+13,5.66943E+12,2.1127E+13,1,2018,3,2018,2,4,9
4/6/18,1.54569E+13,5.66344E+12,2.11203E+13,1,2018,3,2018,2,4,6
4/5/18,1.54566E+13,5.66394E+12,2.11205E+13,1,2018,3,2018,2,4,5
4/4/18,1.54586E+13,5.65953E+12,2.11182E+13,1,2018,3,2018,2,4,4
4/3/18,1.54582E+13,5.65879E+12,2.1117E+13,1,2018,3,2018,2,4,3
4/2/18,1.54572E+13,5.66218E+12,2.11194E+13,1,2018,3,2018,2,4,2
3/30/18,1.5428E+13,5.66163E+12,2.10896E+13,1,2018,2,2018,1,3,30
3/29/18,1.54283E+13,5.68532E+12,2.11136E+13,1,2018,2,2018,1,3,29
3/28/18,1.53913E+13,5.67979E+12,2.10711E+13,1,2018,2,2018,1,3,28
3/27/18,1.53908E+13,5.69417E+12,2.1085E+13,1,2018,2,2018,1,3,27
3/26/18,1.53902E+13,5.68779E+12,2.1078E+13,1,2018,2,2018,1,3,26
3/23/18,1.53897E+13,5.67923E+12,2.10689E+13,1,2018,2,2018,1,3,23
3/22/18,1.53892E+13,5.67592E+12,2.10652E+13,1,2018,2,2018,1,3,22
3/21/18,1.53591E+13,5.67357E+12,2.10327E+13,1,2018,2,2018,1,3,21
3/20/18,1.53588E+13,5.69163E+12,2.10504E+13,1,2018,2,2018,1,3,20
3/19/18,1.53582E+13,5.68624E+12,2.10444E+13,1,2018,2,2018,1,3,19
3/16/18,1.53575E+13,5.67664E+12,2.10341E+13,1,2018,2,2018,1,3,16
3/15/18,1.53564E+13,5.6747E+12,2.10311E+13,1,2018,2,2018,1,3,15
3/14/18,1.52852E+13,5.67302E+12,2.09582E+13,1,2018,2,2018,1,3,14
3/13/18,1.52853E+13,5.68754E+12,2.09728E+13,1,2018,2,2018,1,3,13
3/12/18,1.52848E+13,5.67738E+12,2.09622E+13,1,2018,2,2018,1,3,12
3/9/18,1.52831E+13,5.67389E+12,2.0957E+13,1,2018,2,2018,1,3,9
3/8/18,1.52828E+13,5.67448E+12,2.09573E+13,1,2018,2,2018,1,3,8
3/7/18,1.52093E+13,5.67059E+12,2.08799E+13,1,2018,2,2018,1,3,7
3/6/18,1.52088E+13,5.67001E+12,2.08788E+13,1,2018,2,2018,1,3,6
3/5/18,1.52084E+13,5.66435E+12,2.08728E+13,1,2018,2,2018,1,3,5
